id,record_date,shift_id,machine_id,line_id,component_id,started_at,ended_at,planned_quantity,produced_quantity,accepted_quantity,rejected_quantity,planned_minutes,operating_minutes,downtime_minutes,created_at,updated_at
c8c83ee1-602d-5fea-8c70-a982cb0529df,2026-06-09,36a74a87-f511-5934-a124-0b60c5db096d,fbb572df-0fee-5896-8407-b2234dc570f9,d0d1c5ae-5804-564b-93f3-4f8197e88acc,dbfc2058-2059-5d59-9e31-d733ab494bb2,2026-06-09T06:00:00+00:00,2026-06-09T14:00:00+00:00,414,395,387,8,450,450,0,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
682465f5-6807-5a43-bc53-666db323c8b5,2026-06-09,36a74a87-f511-5934-a124-0b60c5db096d,cd81dc20-a710-54b8-b55e-88617b740c7d,d84a9ec1-7b28-54f4-a4a8-a9177fa53327,ddfaa455-1f92-559f-8e2e-2e4b0733758a,2026-06-09T06:00:00+00:00,2026-06-09T14:00:00+00:00,338,352,344,8,450,450,0,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
691e2bf2-92d3-5416-be32-c8cd1486b776,2026-06-09,36a74a87-f511-5934-a124-0b60c5db096d,0129397d-f8ca-5e1b-8d03-899036ea9028,d84a9ec1-7b28-54f4-a4a8-a9177fa53327,ddfaa455-1f92-559f-8e2e-2e4b0733758a,2026-06-09T06:00:00+00:00,2026-06-09T14:00:00+00:00,338,304,294,10,450,450,0,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
cff347c1-a33e-5c0b-94c1-adcaf45c519f,2026-06-09,36a74a87-f511-5934-a124-0b60c5db096d,d76b5a1a-8d30-571b-b86b-90c6706f4108,d84a9ec1-7b28-54f4-a4a8-a9177fa53327,274c3d65-43dd-5c12-a6d1-7f5e1027d70c,2026-06-09T06:00:00+00:00,2026-06-09T14:00:00+00:00,733,615,607,8,450,450,0,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
16af65a8-d252-5032-b8a2-636b12ea1564,2026-06-09,dca9f2e2-9b1b-5f62-bde5-9e21619b5640,872d4ca8-5087-5d68-a59d-17df9ca838a8,0a488a58-f45d-550b-8e16-feb5d935622d,3e422a3b-8a18-58de-80f2-7d0f5a98c795,2026-06-09T14:00:00+00:00,2026-06-09T22:00:00+00:00,470,480,467,13,450,450,0,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
1234e537-e25e-5bc7-9fd4-18c43d9e4692,2026-06-09,dca9f2e2-9b1b-5f62-bde5-9e21619b5640,fc549f07-c9f7-536f-b576-3bb39733470e,0a488a58-f45d-550b-8e16-feb5d935622d,3e422a3b-8a18-58de-80f2-7d0f5a98c795,2026-06-09T14:00:00+00:00,2026-06-09T22:00:00+00:00,470,452,444,8,450,450,0,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
4b5d7555-4c13-5188-b790-ef9ae5a4136c,2026-06-09,dca9f2e2-9b1b-5f62-bde5-9e21619b5640,732244c8-4e7c-5339-ae77-f451ab324857,0a488a58-f45d-550b-8e16-feb5d935622d,b0fe7d40-daa6-5dd5-8ff7-1a8e35c314c5,2026-06-09T14:00:00+00:00,2026-06-09T22:00:00+00:00,620,542,530,12,450,450,0,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
00e74c47-2b80-5480-a43d-7935c0e76700,2026-06-09,dca9f2e2-9b1b-5f62-bde5-9e21619b5640,2c17ec1a-308d-5986-97de-e4ec4209bda2,fbe9013d-4e1e-50bd-9c47-83a3bf63b435,aba05b6d-bbfa-55c8-91ea-89d87edd3cee,2026-06-09T14:00:00+00:00,2026-06-09T22:00:00+00:00,720,702,690,12,450,450,0,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
8178c6e6-1576-5093-ba1c-ba084b90c733,2026-06-09,dca9f2e2-9b1b-5f62-bde5-9e21619b5640,a6a62444-5faf-5231-b950-8609aeccfe05,fbe9013d-4e1e-50bd-9c47-83a3bf63b435,7640fa0b-d04b-51f5-bbfa-15e8edf8d6a0,2026-06-09T14:00:00+00:00,2026-06-09T22:00:00+00:00,400,369,356,13,450,450,0,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
36039463-e3cc-5b0c-b1e3-8dd8aede801f,2026-06-09,dca9f2e2-9b1b-5f62-bde5-9e21619b5640,b0779bdc-52ba-5df5-aa12-69c43b81d58c,fbe9013d-4e1e-50bd-9c47-83a3bf63b435,7640fa0b-d04b-51f5-bbfa-15e8edf8d6a0,2026-06-09T14:00:00+00:00,2026-06-09T22:00:00+00:00,400,316,307,9,450,390,60,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
bac52799-1bae-5259-b1fa-cbd42a51b25a,2026-06-09,dca9f2e2-9b1b-5f62-bde5-9e21619b5640,d4aaaa0f-187a-5329-8085-b81c722f3da0,fbe9013d-4e1e-50bd-9c47-83a3bf63b435,ec5b37ce-5d28-5863-ab9e-a0ccf1849798,2026-06-09T14:00:00+00:00,2026-06-09T22:00:00+00:00,290,217,211,6,450,322,128,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
d0c4068d-bd31-5ef7-acd9-fac8afaa1509,2026-06-09,dca9f2e2-9b1b-5f62-bde5-9e21619b5640,8060afd2-cbf7-5fd4-8032-753cbe979e11,d0d1c5ae-5804-564b-93f3-4f8197e88acc,dbfc2058-2059-5d59-9e31-d733ab494bb2,2026-06-09T14:00:00+00:00,2026-06-09T22:00:00+00:00,440,306,301,5,450,317,133,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
3c9f4beb-8a21-5892-8abd-b4a3da56c689,2026-06-09,dca9f2e2-9b1b-5f62-bde5-9e21619b5640,fcb95d61-dbd4-50e9-ae34-a972811f6987,d0d1c5ae-5804-564b-93f3-4f8197e88acc,dbfc2058-2059-5d59-9e31-d733ab494bb2,2026-06-09T14:00:00+00:00,2026-06-09T22:00:00+00:00,440,358,350,8,450,450,0,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
f6df7444-7502-52e3-8e41-3ad3f43d3ada,2026-06-09,dca9f2e2-9b1b-5f62-bde5-9e21619b5640,fbb572df-0fee-5896-8407-b2234dc570f9,d0d1c5ae-5804-564b-93f3-4f8197e88acc,7a7a3fdb-6391-53f9-8bd9-df3407629f76,2026-06-09T14:00:00+00:00,2026-06-09T22:00:00+00:00,265,257,250,7,450,450,0,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
7f8139b9-90c9-5bb5-9f96-3390b6434a5c,2026-06-09,dca9f2e2-9b1b-5f62-bde5-9e21619b5640,cd81dc20-a710-54b8-b55e-88617b740c7d,d84a9ec1-7b28-54f4-a4a8-a9177fa53327,ddfaa455-1f92-559f-8e2e-2e4b0733758a,2026-06-09T14:00:00+00:00,2026-06-09T22:00:00+00:00,360,377,365,12,450,450,0,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
5b0ab764-d1e2-540c-b185-5f0121b18846,2026-06-09,dca9f2e2-9b1b-5f62-bde5-9e21619b5640,0129397d-f8ca-5e1b-8d03-899036ea9028,d84a9ec1-7b28-54f4-a4a8-a9177fa53327,ddfaa455-1f92-559f-8e2e-2e4b0733758a,2026-06-09T14:00:00+00:00,2026-06-09T22:00:00+00:00,360,318,308,10,450,450,0,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
f6d3dfe3-0196-509a-bfcc-dafe3b16ad9a,2026-06-09,dca9f2e2-9b1b-5f62-bde5-9e21619b5640,d76b5a1a-8d30-571b-b86b-90c6706f4108,d84a9ec1-7b28-54f4-a4a8-a9177fa53327,274c3d65-43dd-5c12-a6d1-7f5e1027d70c,2026-06-09T14:00:00+00:00,2026-06-09T22:00:00+00:00,780,722,707,15,450,450,0,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
69d3ff58-7b86-5484-9ddb-3cfa1c13fcec,2026-06-09,565c4785-c473-58ba-985f-49445d615545,872d4ca8-5087-5d68-a59d-17df9ca838a8,0a488a58-f45d-550b-8e16-feb5d935622d,3e422a3b-8a18-58de-80f2-7d0f5a98c795,2026-06-09T22:00:00+00:00,2026-06-10T06:00:00+00:00,390,442,433,9,420,420,0,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
0048cad6-69ec-57d9-89a7-f9af3cc048d2,2026-06-09,565c4785-c473-58ba-985f-49445d615545,fc549f07-c9f7-536f-b576-3bb39733470e,0a488a58-f45d-550b-8e16-feb5d935622d,3e422a3b-8a18-58de-80f2-7d0f5a98c795,2026-06-09T22:00:00+00:00,2026-06-10T06:00:00+00:00,390,406,393,13,420,420,0,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
354764c6-cce2-5cc9-8fac-491177cc372b,2026-06-09,565c4785-c473-58ba-985f-49445d615545,732244c8-4e7c-5339-ae77-f451ab324857,0a488a58-f45d-550b-8e16-feb5d935622d,3e422a3b-8a18-58de-80f2-7d0f5a98c795,2026-06-09T22:00:00+00:00,2026-06-10T06:00:00+00:00,390,366,357,9,420,420,0,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
39fd9921-7291-54d4-a562-7a77acbc2990,2026-06-09,565c4785-c473-58ba-985f-49445d615545,b9fc1d56-710a-57da-8350-d1e2808446d6,0a488a58-f45d-550b-8e16-feb5d935622d,b0fe7d40-daa6-5dd5-8ff7-1a8e35c314c5,2026-06-09T22:00:00+00:00,2026-06-10T06:00:00+00:00,515,506,492,14,420,420,0,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
83994b8e-0036-5f9a-acd7-3ee869f36281,2026-06-09,565c4785-c473-58ba-985f-49445d615545,2c17ec1a-308d-5986-97de-e4ec4209bda2,fbe9013d-4e1e-50bd-9c47-83a3bf63b435,aba05b6d-bbfa-55c8-91ea-89d87edd3cee,2026-06-09T22:00:00+00:00,2026-06-10T06:00:00+00:00,598,587,577,10,420,420,0,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
b6dda716-f49f-5044-9632-c1d34542135c,2026-06-09,565c4785-c473-58ba-985f-49445d615545,a6a62444-5faf-5231-b950-8609aeccfe05,fbe9013d-4e1e-50bd-9c47-83a3bf63b435,aba05b6d-bbfa-55c8-91ea-89d87edd3cee,2026-06-09T22:00:00+00:00,2026-06-10T06:00:00+00:00,598,542,534,8,420,420,0,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
1456a3a4-1280-5ab6-9f34-600610e44c1d,2026-06-09,565c4785-c473-58ba-985f-49445d615545,b0779bdc-52ba-5df5-aa12-69c43b81d58c,fbe9013d-4e1e-50bd-9c47-83a3bf63b435,ec5b37ce-5d28-5863-ab9e-a0ccf1849798,2026-06-09T22:00:00+00:00,2026-06-10T06:00:00+00:00,241,200,192,8,420,420,0,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
1b29ce21-f99e-51e8-9c16-c14be6398751,2026-06-09,565c4785-c473-58ba-985f-49445d615545,d4aaaa0f-187a-5329-8085-b81c722f3da0,fbe9013d-4e1e-50bd-9c47-83a3bf63b435,ec5b37ce-5d28-5863-ab9e-a0ccf1849798,2026-06-09T22:00:00+00:00,2026-06-10T06:00:00+00:00,241,240,233,7,420,420,0,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
8c72cc45-dd19-5ae7-b08a-cc8e43ba142b,2026-06-09,565c4785-c473-58ba-985f-49445d615545,8060afd2-cbf7-5fd4-8032-753cbe979e11,d0d1c5ae-5804-564b-93f3-4f8197e88acc,7a7a3fdb-6391-53f9-8bd9-df3407629f76,2026-06-09T22:00:00+00:00,2026-06-10T06:00:00+00:00,220,210,201,9,420,420,0,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
e9b1706e-6a91-586f-8d4c-9c70172cdd22,2026-06-09,565c4785-c473-58ba-985f-49445d615545,fcb95d61-dbd4-50e9-ae34-a972811f6987,d0d1c5ae-5804-564b-93f3-4f8197e88acc,dbfc2058-2059-5d59-9e31-d733ab494bb2,2026-06-09T22:00:00+00:00,2026-06-10T06:00:00+00:00,365,323,317,6,420,420,0,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
a5b59afb-6c67-59ff-9f3f-5d0fa425b3be,2026-06-09,565c4785-c473-58ba-985f-49445d615545,fbb572df-0fee-5896-8407-b2234dc570f9,d0d1c5ae-5804-564b-93f3-4f8197e88acc,7a7a3fdb-6391-53f9-8bd9-df3407629f76,2026-06-09T22:00:00+00:00,2026-06-10T06:00:00+00:00,220,231,224,7,420,420,0,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
eb962315-3378-5db5-ae11-7ca850b523e6,2026-06-09,565c4785-c473-58ba-985f-49445d615545,cd81dc20-a710-54b8-b55e-88617b740c7d,d84a9ec1-7b28-54f4-a4a8-a9177fa53327,ddfaa455-1f92-559f-8e2e-2e4b0733758a,2026-06-09T22:00:00+00:00,2026-06-10T06:00:00+00:00,299,322,310,12,420,420,0,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
744406fb-4704-5d0b-b30f-bda512953c21,2026-06-09,565c4785-c473-58ba-985f-49445d615545,0129397d-f8ca-5e1b-8d03-899036ea9028,d84a9ec1-7b28-54f4-a4a8-a9177fa53327,274c3d65-43dd-5c12-a6d1-7f5e1027d70c,2026-06-09T22:00:00+00:00,2026-06-10T06:00:00+00:00,647,572,562,10,420,420,0,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
ca6b265e-d5a2-5ec6-8b6e-74f5e0df9a2e,2026-06-09,565c4785-c473-58ba-985f-49445d615545,d76b5a1a-8d30-571b-b86b-90c6706f4108,d84a9ec1-7b28-54f4-a4a8-a9177fa53327,274c3d65-43dd-5c12-a6d1-7f5e1027d70c,2026-06-09T22:00:00+00:00,2026-06-10T06:00:00+00:00,647,554,547,7,420,420,0,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
56325d52-62cc-5240-8e9f-5d135786539f,2026-06-10,36a74a87-f511-5934-a124-0b60c5db096d,872d4ca8-5087-5d68-a59d-17df9ca838a8,0a488a58-f45d-550b-8e16-feb5d935622d,3e422a3b-8a18-58de-80f2-7d0f5a98c795,2026-06-10T06:00:00+00:00,2026-06-10T14:00:00+00:00,442,469,459,10,450,450,0,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
a87e8064-b09d-5fdd-8b33-c2edd33a987a,2026-06-10,36a74a87-f511-5934-a124-0b60c5db096d,fc549f07-c9f7-536f-b576-3bb39733470e,0a488a58-f45d-550b-8e16-feb5d935622d,b0fe7d40-daa6-5dd5-8ff7-1a8e35c314c5,2026-06-10T06:00:00+00:00,2026-06-10T14:00:00+00:00,583,549,535,14,450,450,0,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
5fa422cf-f271-51c1-ab78-d05909ac9850,2026-06-10,36a74a87-f511-5934-a124-0b60c5db096d,732244c8-4e7c-5339-ae77-f451ab324857,0a488a58-f45d-550b-8e16-feb5d935622d,3e422a3b-8a18-58de-80f2-7d0f5a98c795,2026-06-10T06:00:00+00:00,2026-06-10T14:00:00+00:00,442,386,374,12,450,450,0,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
8036dfd1-6e49-5d43-9487-2bb97ba9d244,2026-06-10,36a74a87-f511-5934-a124-0b60c5db096d,b9fc1d56-710a-57da-8350-d1e2808446d6,0a488a58-f45d-550b-8e16-feb5d935622d,b0fe7d40-daa6-5dd5-8ff7-1a8e35c314c5,2026-06-10T06:00:00+00:00,2026-06-10T14:00:00+00:00,583,566,557,9,450,450,0,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
87cc3c5c-caac-52e5-9155-3407f6c21900,2026-06-10,36a74a87-f511-5934-a124-0b60c5db096d,b0779bdc-52ba-5df5-aa12-69c43b81d58c,fbe9013d-4e1e-50bd-9c47-83a3bf63b435,ec5b37ce-5d28-5863-ab9e-a0ccf1849798,2026-06-10T06:00:00+00:00,2026-06-10T14:00:00+00:00,273,252,242,10,450,450,0,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
b9a8ca7e-1653-597f-9014-3fa903685147,2026-06-10,36a74a87-f511-5934-a124-0b60c5db096d,d4aaaa0f-187a-5329-8085-b81c722f3da0,fbe9013d-4e1e-50bd-9c47-83a3bf63b435,aba05b6d-bbfa-55c8-91ea-89d87edd3cee,2026-06-10T06:00:00+00:00,2026-06-10T14:00:00+00:00,677,684,668,16,450,450,0,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
ba6d116b-7019-5992-8cd4-9b8b96d419cd,2026-06-10,36a74a87-f511-5934-a124-0b60c5db096d,8060afd2-cbf7-5fd4-8032-753cbe979e11,d0d1c5ae-5804-564b-93f3-4f8197e88acc,dbfc2058-2059-5d59-9e31-d733ab494bb2,2026-06-10T06:00:00+00:00,2026-06-10T14:00:00+00:00,414,373,362,11,450,450,0,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
b55e1db1-9049-563c-b30a-7b9c4bf4b72f,2026-06-10,36a74a87-f511-5934-a124-0b60c5db096d,fcb95d61-dbd4-50e9-ae34-a972811f6987,d0d1c5ae-5804-564b-93f3-4f8197e88acc,7a7a3fdb-6391-53f9-8bd9-df3407629f76,2026-06-10T06:00:00+00:00,2026-06-10T14:00:00+00:00,249,221,214,7,450,450,0,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
4a83f016-41f9-50db-bdf5-d32f85ee71c0,2026-06-10,36a74a87-f511-5934-a124-0b60c5db096d,fbb572df-0fee-5896-8407-b2234dc570f9,d0d1c5ae-5804-564b-93f3-4f8197e88acc,dbfc2058-2059-5d59-9e31-d733ab494bb2,2026-06-10T06:00:00+00:00,2026-06-10T14:00:00+00:00,414,411,398,13,450,450,0,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
56397782-afcb-5600-81b9-0ef19ccc3cec,2026-06-10,36a74a87-f511-5934-a124-0b60c5db096d,cd81dc20-a710-54b8-b55e-88617b740c7d,d84a9ec1-7b28-54f4-a4a8-a9177fa53327,274c3d65-43dd-5c12-a6d1-7f5e1027d70c,2026-06-10T06:00:00+00:00,2026-06-10T14:00:00+00:00,733,763,751,12,450,450,0,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
059c69a0-0805-507f-9d58-fd85d238fbf8,2026-06-10,36a74a87-f511-5934-a124-0b60c5db096d,0129397d-f8ca-5e1b-8d03-899036ea9028,d84a9ec1-7b28-54f4-a4a8-a9177fa53327,274c3d65-43dd-5c12-a6d1-7f5e1027d70c,2026-06-10T06:00:00+00:00,2026-06-10T14:00:00+00:00,733,644,635,9,450,450,0,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
653b70c3-935b-59c3-b94f-51bf0921f6e6,2026-06-10,36a74a87-f511-5934-a124-0b60c5db096d,d76b5a1a-8d30-571b-b86b-90c6706f4108,d84a9ec1-7b28-54f4-a4a8-a9177fa53327,ddfaa455-1f92-559f-8e2e-2e4b0733758a,2026-06-10T06:00:00+00:00,2026-06-10T14:00:00+00:00,338,297,286,11,450,450,0,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
bc67ace2-cda2-5347-8a07-b8f4584335c5,2026-06-10,dca9f2e2-9b1b-5f62-bde5-9e21619b5640,872d4ca8-5087-5d68-a59d-17df9ca838a8,0a488a58-f45d-550b-8e16-feb5d935622d,3e422a3b-8a18-58de-80f2-7d0f5a98c795,2026-06-10T14:00:00+00:00,2026-06-10T22:00:00+00:00,470,487,472,15,450,450,0,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
1a5099cf-6f0f-51ce-b048-101e18681660,2026-06-10,dca9f2e2-9b1b-5f62-bde5-9e21619b5640,fc549f07-c9f7-536f-b576-3bb39733470e,0a488a58-f45d-550b-8e16-feb5d935622d,b0fe7d40-daa6-5dd5-8ff7-1a8e35c314c5,2026-06-10T14:00:00+00:00,2026-06-10T22:00:00+00:00,620,602,592,10,450,450,0,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
7dc1a22d-128c-59de-8d6e-79992df580a3,2026-06-10,dca9f2e2-9b1b-5f62-bde5-9e21619b5640,732244c8-4e7c-5339-ae77-f451ab324857,0a488a58-f45d-550b-8e16-feb5d935622d,b0fe7d40-daa6-5dd5-8ff7-1a8e35c314c5,2026-06-10T14:00:00+00:00,2026-06-10T22:00:00+00:00,620,580,568,12,450,450,0,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
7d2cd644-f8e1-50c2-9ac7-0b106c3af933,2026-06-10,dca9f2e2-9b1b-5f62-bde5-9e21619b5640,b9fc1d56-710a-57da-8350-d1e2808446d6,0a488a58-f45d-550b-8e16-feb5d935622d,b0fe7d40-daa6-5dd5-8ff7-1a8e35c314c5,2026-06-10T14:00:00+00:00,2026-06-10T22:00:00+00:00,620,649,631,18,450,450,0,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
8a72608f-d2fc-5d68-8175-2243dc4643d6,2026-06-10,dca9f2e2-9b1b-5f62-bde5-9e21619b5640,2c17ec1a-308d-5986-97de-e4ec4209bda2,fbe9013d-4e1e-50bd-9c47-83a3bf63b435,aba05b6d-bbfa-55c8-91ea-89d87edd3cee,2026-06-10T14:00:00+00:00,2026-06-10T22:00:00+00:00,720,725,711,14,450,450,0,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
93773626-3cec-5a1d-b6ef-6e42b6c135ca,2026-06-10,dca9f2e2-9b1b-5f62-bde5-9e21619b5640,a6a62444-5faf-5231-b950-8609aeccfe05,fbe9013d-4e1e-50bd-9c47-83a3bf63b435,7640fa0b-d04b-51f5-bbfa-15e8edf8d6a0,2026-06-10T14:00:00+00:00,2026-06-10T22:00:00+00:00,400,374,363,11,450,450,0,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
7cebeb2d-8d24-58cc-ad18-2e3bf29a9d3b,2026-06-10,dca9f2e2-9b1b-5f62-bde5-9e21619b5640,b0779bdc-52ba-5df5-aa12-69c43b81d58c,fbe9013d-4e1e-50bd-9c47-83a3bf63b435,f6b2ea38-8cba-5b62-853a-49146b84803f,2026-06-10T14:00:00+00:00,2026-06-10T22:00:00+00:00,330,282,273,9,450,450,0,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
