id,inventory_item_id,transaction_type,quantity_delta,balance_after,reference,notes,occurred_at,created_by,created_at
5da4eb80-f882-50d0-8c63-9b09bf945d2b,afe44002-9c69-5696-9325-6488ce5f12a6,ISSUE,-807.046,44399.693,ISS-RM-STEEL-BILLET-2026-08-19,Issued to production.,2026-08-19T14:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
f7408fb7-614e-5df0-b02a-e1f782f92d29,afe44002-9c69-5696-9325-6488ce5f12a6,ISSUE,-883.158,45206.739,ISS-RM-STEEL-BILLET-2026-08-18,Issued to production.,2026-08-18T14:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
bb09ebad-2c8c-5084-849f-f270f3a618e8,afe44002-9c69-5696-9325-6488ce5f12a6,ISSUE,-899.212,46089.897,ISS-RM-STEEL-BILLET-2026-08-17,Issued to production.,2026-08-17T14:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
bce77a63-07f7-5454-8b27-83b13f0179c1,afe44002-9c69-5696-9325-6488ce5f12a6,ISSUE,-694.84,46989.109,ISS-RM-STEEL-BILLET-2026-08-15,Issued to production.,2026-08-15T14:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
f02152ee-9e40-5ec8-856e-5935ca39da8e,afe44002-9c69-5696-9325-6488ce5f12a6,ISSUE,-742.278,47683.949,ISS-RM-STEEL-BILLET-2026-08-14,Issued to production.,2026-08-14T14:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
3f1fd129-d52e-521b-8e57-a670127fddb4,afe44002-9c69-5696-9325-6488ce5f12a6,ISSUE,-777.735,48426.227,ISS-RM-STEEL-BILLET-2026-08-13,Issued to production.,2026-08-13T14:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
75e3269d-4cd6-5c77-a28d-53facfe65b3d,afe44002-9c69-5696-9325-6488ce5f12a6,ISSUE,-786.378,49203.962,ISS-RM-STEEL-BILLET-2026-08-12,Issued to production.,2026-08-12T14:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
6b563fe2-ab7f-5e5d-860d-430266df7933,afe44002-9c69-5696-9325-6488ce5f12a6,ISSUE,-641.707,49990.34,ISS-RM-STEEL-BILLET-2026-08-11,Issued to production.,2026-08-11T14:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
af9853c8-9181-59b9-b266-a2acca6c73dc,afe44002-9c69-5696-9325-6488ce5f12a6,ISSUE,-651.33,50632.047,ISS-RM-STEEL-BILLET-2026-08-10,Issued to production.,2026-08-10T14:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
7247eff7-dbe0-578a-854f-c5581a996bf3,afe44002-9c69-5696-9325-6488ce5f12a6,ISSUE,-734.729,51283.377,ISS-RM-STEEL-BILLET-2026-08-08,Issued to production.,2026-08-08T14:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
3ea1e8d8-f6eb-5dee-a7ba-b004db840047,afe44002-9c69-5696-9325-6488ce5f12a6,ISSUE,-899.116,52018.106,ISS-RM-STEEL-BILLET-2026-08-07,Issued to production.,2026-08-07T14:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
41138ea4-8c3d-5fd9-8e9d-b3eccf9bf03f,afe44002-9c69-5696-9325-6488ce5f12a6,ISSUE,-655.121,52917.222,ISS-RM-STEEL-BILLET-2026-08-06,Issued to production.,2026-08-06T14:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
eafe690d-d04b-5f07-b4cc-14c85191e4c9,afe44002-9c69-5696-9325-6488ce5f12a6,ISSUE,-809.542,53572.343,ISS-RM-STEEL-BILLET-2026-08-05,Issued to production.,2026-08-05T14:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
f4a235ff-d7bf-5a36-81d4-76c819d316a9,afe44002-9c69-5696-9325-6488ce5f12a6,ISSUE,-893.337,54381.885,ISS-RM-STEEL-BILLET-2026-08-04,Issued to production.,2026-08-04T14:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
e1d53693-8ab1-59a0-8806-a07d93b34d79,afe44002-9c69-5696-9325-6488ce5f12a6,ISSUE,-648.34,55275.222,ISS-RM-STEEL-BILLET-2026-08-03,Issued to production.,2026-08-03T14:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
40138f58-cdd8-5cf1-846c-af2de29e2064,afe44002-9c69-5696-9325-6488ce5f12a6,ISSUE,-752.242,55923.562,ISS-RM-STEEL-BILLET-2026-08-01,Issued to production.,2026-08-01T14:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
b06515df-7c61-54a5-a1a4-b326fcc889cf,afe44002-9c69-5696-9325-6488ce5f12a6,ISSUE,-739.124,56675.804,ISS-RM-STEEL-BILLET-2026-07-31,Issued to production.,2026-07-31T14:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
62d17a97-6632-5033-b3a8-dca4de408afd,afe44002-9c69-5696-9325-6488ce5f12a6,ISSUE,-920.189,57414.928,ISS-RM-STEEL-BILLET-2026-07-30,Issued to production.,2026-07-30T14:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
09738819-9bcd-5df2-8090-54272954847c,afe44002-9c69-5696-9325-6488ce5f12a6,RECEIPT,10035.839,58335.117,GRN-RM-STEEL-BILLET-2026-07-30,Goods received from Nordkraft Steel AB.,2026-07-30T10:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
bcb31441-05a9-5701-b450-8b1b2bad535c,afe44002-9c69-5696-9325-6488ce5f12a6,ISSUE,-825.187,48299.278,ISS-RM-STEEL-BILLET-2026-07-29,Issued to production.,2026-07-29T14:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
eca3696d-3c7e-5a8e-a7a0-3c7df493577a,afe44002-9c69-5696-9325-6488ce5f12a6,ISSUE,-767.426,49124.465,ISS-RM-STEEL-BILLET-2026-07-28,Issued to production.,2026-07-28T14:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
38f6ef46-72e0-59a1-b0da-7a38c7762e6d,afe44002-9c69-5696-9325-6488ce5f12a6,ISSUE,-896.538,49891.891,ISS-RM-STEEL-BILLET-2026-07-27,Issued to production.,2026-07-27T14:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
2b38dcb7-a0da-5af4-8fc1-1483184000d6,afe44002-9c69-5696-9325-6488ce5f12a6,ISSUE,-816.182,50788.429,ISS-RM-STEEL-BILLET-2026-07-25,Issued to production.,2026-07-25T14:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
2d64be5c-29a7-5df6-85db-8f133c042e36,afe44002-9c69-5696-9325-6488ce5f12a6,ISSUE,-699.482,51604.611,ISS-RM-STEEL-BILLET-2026-07-24,Issued to production.,2026-07-24T14:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
5a424510-4453-5f84-8a23-b043b807f4c7,afe44002-9c69-5696-9325-6488ce5f12a6,ISSUE,-836.178,52304.093,ISS-RM-STEEL-BILLET-2026-07-23,Issued to production.,2026-07-23T14:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
13fd2a3b-9dae-5be3-ac65-40911e87dd93,afe44002-9c69-5696-9325-6488ce5f12a6,ISSUE,-716.373,53140.271,ISS-RM-STEEL-BILLET-2026-07-22,Issued to production.,2026-07-22T14:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
511735a3-7201-5462-b635-fa17267435cd,afe44002-9c69-5696-9325-6488ce5f12a6,ISSUE,-717.133,53856.644,ISS-RM-STEEL-BILLET-2026-07-21,Issued to production.,2026-07-21T14:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
1100968e-836a-5a23-8f38-141b0bf34384,afe44002-9c69-5696-9325-6488ce5f12a6,ISSUE,-714.999,54573.777,ISS-RM-STEEL-BILLET-2026-07-20,Issued to production.,2026-07-20T14:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
c624e0ff-154d-5dd2-a9c5-04924080bf0a,afe44002-9c69-5696-9325-6488ce5f12a6,ISSUE,-841.205,55288.776,ISS-RM-STEEL-BILLET-2026-07-18,Issued to production.,2026-07-18T14:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
ab79921a-512d-576d-bd8b-e0e8ec2d4061,afe44002-9c69-5696-9325-6488ce5f12a6,ISSUE,-780.744,56129.981,ISS-RM-STEEL-BILLET-2026-07-17,Issued to production.,2026-07-17T14:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
50ff7acc-af08-52fa-83e6-a896a71f3f03,afe44002-9c69-5696-9325-6488ce5f12a6,ISSUE,-916.15,56910.725,ISS-RM-STEEL-BILLET-2026-07-16,Issued to production.,2026-07-16T14:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
fed8452c-6fa5-5ad7-a65c-d148c81c1461,afe44002-9c69-5696-9325-6488ce5f12a6,ISSUE,-913.591,57826.875,ISS-RM-STEEL-BILLET-2026-07-15,Issued to production.,2026-07-15T14:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
a5c1950f-36f5-51d0-a317-465a1a51f181,afe44002-9c69-5696-9325-6488ce5f12a6,ISSUE,-858.03,58740.466,ISS-RM-STEEL-BILLET-2026-07-14,Issued to production.,2026-07-14T14:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
3333f262-186d-5ee7-a3a6-b936010214c9,afe44002-9c69-5696-9325-6488ce5f12a6,ISSUE,-828.225,59598.496,ISS-RM-STEEL-BILLET-2026-07-13,Issued to production.,2026-07-13T14:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
7495ef5b-db59-584e-96f0-5be2ead293ad,afe44002-9c69-5696-9325-6488ce5f12a6,ISSUE,-680.732,60426.721,ISS-RM-STEEL-BILLET-2026-07-11,Issued to production.,2026-07-11T14:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
ed26e1d8-dbcf-5573-aea5-bd59e75a6ecf,afe44002-9c69-5696-9325-6488ce5f12a6,ADJUSTMENT,-166.447,61107.453,ADJ-RM-STEEL-BILLET-2026-07-11,Stock-take correction.,2026-07-11T08:00:00+00:00,d5f14249-fde0-5187-ad97-ba8997afcc3d,2026-09-06T09:02:29.920757+00:00
483d8dfb-2953-5039-a39b-4d0211ae7a0c,afe44002-9c69-5696-9325-6488ce5f12a6,ISSUE,-866.554,61273.9,ISS-RM-STEEL-BILLET-2026-07-10,Issued to production.,2026-07-10T14:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
21418204-8a52-5127-b9fb-9172230b56e4,afe44002-9c69-5696-9325-6488ce5f12a6,ISSUE,-782.062,62140.454,ISS-RM-STEEL-BILLET-2026-07-09,Issued to production.,2026-07-09T14:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
ff1718f4-b7c6-5e5c-b19c-a6c06b13a1ee,afe44002-9c69-5696-9325-6488ce5f12a6,RECEIPT,9046.146,62922.516,GRN-RM-STEEL-BILLET-2026-07-09,Goods received from Nordkraft Steel AB.,2026-07-09T10:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
b97b9972-e91b-5042-a2e3-5cddd351f3d0,afe44002-9c69-5696-9325-6488ce5f12a6,ISSUE,-809.138,53876.37,ISS-RM-STEEL-BILLET-2026-07-08,Issued to production.,2026-07-08T14:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
64ab411e-66d1-5c95-9635-348207d2e668,afe44002-9c69-5696-9325-6488ce5f12a6,ISSUE,-889.774,54685.508,ISS-RM-STEEL-BILLET-2026-07-07,Issued to production.,2026-07-07T14:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
6e4d1910-fb51-5e31-93c0-4c6d70f9b26a,afe44002-9c69-5696-9325-6488ce5f12a6,ISSUE,-769.631,55575.282,ISS-RM-STEEL-BILLET-2026-07-06,Issued to production.,2026-07-06T14:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
e8bf5f21-4303-5fbb-ab09-bc2e3b44466e,afe44002-9c69-5696-9325-6488ce5f12a6,ISSUE,-789.159,56344.913,ISS-RM-STEEL-BILLET-2026-07-04,Issued to production.,2026-07-04T14:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
da69de3a-e349-5ec7-8e18-5a054328d0f2,afe44002-9c69-5696-9325-6488ce5f12a6,ISSUE,-731.489,57134.072,ISS-RM-STEEL-BILLET-2026-07-03,Issued to production.,2026-07-03T14:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
e816f599-b7ab-5469-b989-8ce99cc9d092,afe44002-9c69-5696-9325-6488ce5f12a6,ISSUE,-666.982,57865.561,ISS-RM-STEEL-BILLET-2026-07-02,Issued to production.,2026-07-02T14:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
37258ee5-af6f-5848-831c-c3c261097ced,afe44002-9c69-5696-9325-6488ce5f12a6,ISSUE,-911.67,58532.543,ISS-RM-STEEL-BILLET-2026-07-01,Issued to production.,2026-07-01T14:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
2c50c51b-0622-5309-a0b7-1ed7a6e625ad,afe44002-9c69-5696-9325-6488ce5f12a6,ISSUE,-834.726,59444.213,ISS-RM-STEEL-BILLET-2026-06-30,Issued to production.,2026-06-30T14:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
5ddc3277-fd96-5704-a27d-b36aee2d3780,afe44002-9c69-5696-9325-6488ce5f12a6,ISSUE,-667.313,60278.939,ISS-RM-STEEL-BILLET-2026-06-29,Issued to production.,2026-06-29T14:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
73dc6264-0738-511c-90e4-3214a0790181,afe44002-9c69-5696-9325-6488ce5f12a6,ISSUE,-842.774,60946.252,ISS-RM-STEEL-BILLET-2026-06-27,Issued to production.,2026-06-27T14:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
838f82ed-bfaf-58b8-8897-201263ffc6dd,afe44002-9c69-5696-9325-6488ce5f12a6,ISSUE,-784.804,61789.026,ISS-RM-STEEL-BILLET-2026-06-26,Issued to production.,2026-06-26T14:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
f9d47ab3-74bb-5e2e-bf41-39107f9aeac4,afe44002-9c69-5696-9325-6488ce5f12a6,ISSUE,-833.566,62573.83,ISS-RM-STEEL-BILLET-2026-06-25,Issued to production.,2026-06-25T14:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
1362de6d-cdfe-5141-8887-48ad16b4c281,afe44002-9c69-5696-9325-6488ce5f12a6,ISSUE,-906.764,63407.396,ISS-RM-STEEL-BILLET-2026-06-24,Issued to production.,2026-06-24T14:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
2f5a2cc8-eda3-5911-94b2-fd89b4f7d59a,afe44002-9c69-5696-9325-6488ce5f12a6,ISSUE,-693.033,64314.16,ISS-RM-STEEL-BILLET-2026-06-23,Issued to production.,2026-06-23T14:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
eeb11a67-786c-59fd-8340-0845b4a9dba4,afe44002-9c69-5696-9325-6488ce5f12a6,ISSUE,-685.745,65007.193,ISS-RM-STEEL-BILLET-2026-06-22,Issued to production.,2026-06-22T14:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
762f2328-6327-52a9-9c69-a5b4e7ffa4b5,afe44002-9c69-5696-9325-6488ce5f12a6,ISSUE,-897.894,65692.938,ISS-RM-STEEL-BILLET-2026-06-20,Issued to production.,2026-06-20T14:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
5c9a6a63-cb56-59f4-beb6-aa6cabd0a6af,afe44002-9c69-5696-9325-6488ce5f12a6,ISSUE,-845.526,66590.832,ISS-RM-STEEL-BILLET-2026-06-19,Issued to production.,2026-06-19T14:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
367ac4cd-35b5-5334-b4f6-604c7a538b6a,afe44002-9c69-5696-9325-6488ce5f12a6,ISSUE,-708.753,67436.358,ISS-RM-STEEL-BILLET-2026-06-18,Issued to production.,2026-06-18T14:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
e6f450a9-683e-5096-921b-2ebe59d2a7ba,afe44002-9c69-5696-9325-6488ce5f12a6,RECEIPT,9170.22,68145.111,GRN-RM-STEEL-BILLET-2026-06-18,Goods received from Nordkraft Steel AB.,2026-06-18T10:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
6a92e713-dc2f-554d-ae7f-9037261d7024,afe44002-9c69-5696-9325-6488ce5f12a6,ISSUE,-846.616,58974.891,ISS-RM-STEEL-BILLET-2026-06-17,Issued to production.,2026-06-17T14:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
2b9e6ae9-25a4-559f-9a65-1de1af1fbc51,afe44002-9c69-5696-9325-6488ce5f12a6,ISSUE,-773.864,59821.507,ISS-RM-STEEL-BILLET-2026-06-16,Issued to production.,2026-06-16T14:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
cf683370-2efc-5289-a436-577e7ecf9991,afe44002-9c69-5696-9325-6488ce5f12a6,ISSUE,-699.053,60595.371,ISS-RM-STEEL-BILLET-2026-06-15,Issued to production.,2026-06-15T14:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
24165326-aa38-5621-acb4-32bc51ee9e0d,afe44002-9c69-5696-9325-6488ce5f12a6,ISSUE,-686.718,61294.424,ISS-RM-STEEL-BILLET-2026-06-13,Issued to production.,2026-06-13T14:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
9b6b424b-343b-56b2-a99c-e6a42a013014,afe44002-9c69-5696-9325-6488ce5f12a6,ISSUE,-813.107,61981.142,ISS-RM-STEEL-BILLET-2026-06-12,Issued to production.,2026-06-12T14:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
a8f1df5f-d2a6-5c74-99cd-812ccafd0b77,afe44002-9c69-5696-9325-6488ce5f12a6,ISSUE,-902.35,62794.249,ISS-RM-STEEL-BILLET-2026-06-11,Issued to production.,2026-06-11T14:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
85863728-e47b-51ff-8af8-c982e6f2b057,afe44002-9c69-5696-9325-6488ce5f12a6,ISSUE,-864.88,63696.599,ISS-RM-STEEL-BILLET-2026-06-10,Issued to production.,2026-06-10T14:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
b1622d5c-9277-56a9-8202-0980e87e2a82,afe44002-9c69-5696-9325-6488ce5f12a6,ISSUE,-724.799,64561.479,ISS-RM-STEEL-BILLET-2026-06-09,Issued to production.,2026-06-09T14:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
9a6eec60-7801-5e0c-9e7b-a0dc6c39a95b,2169381c-ff2a-59b4-8908-ddc43a2269dd,ISSUE,-305.49,9200.0,ISS-RM-ALU-ALLOY-2026-09-05,Issued to production.,2026-09-05T14:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
ca5a0b4b-1bc5-537a-a6c5-a76b32c8ae8a,2169381c-ff2a-59b4-8908-ddc43a2269dd,ISSUE,-295.398,9505.49,ISS-RM-ALU-ALLOY-2026-09-04,Issued to production.,2026-09-04T14:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
