id,machine_id,maintenance_type,status,scheduled_date,started_at,completed_at,downtime_minutes,technician,description,cost,reference,created_at,updated_at
aa94f931-ac2e-5395-901a-18101beebb17,b9fc1d56-710a-57da-8350-d1e2808446d6,PREVENTIVE,COMPLETED,2026-07-16,2026-07-16T08:00:00+00:00,2026-07-16T12:11:00+00:00,251,S. Iqbal,Scheduled preventive service for Inspection Station 4.,542.3,PM-INS-I-004-2026-07-16,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
5e0acbcb-1df8-5cc9-97f4-f03298159157,b9fc1d56-710a-57da-8350-d1e2808446d6,PREVENTIVE,SCHEDULED,2026-10-14,,,0,,Next preventive service due for Inspection Station 4.,,PM-INS-I-004-2026-10-14-NEXT,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
f07c0fd7-c6aa-5eeb-8594-6986b9b5df62,2c17ec1a-308d-5986-97de-e4ec4209bda2,PREVENTIVE,COMPLETED,2026-07-29,2026-07-29T08:00:00+00:00,2026-07-29T10:08:00+00:00,128,R. Persson,Scheduled preventive service for CNC Turning Center 5.,1199.74,PM-CNC-T-005-2026-07-29,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
176abbb4-8c41-555d-951f-5920dcfbb7e9,2c17ec1a-308d-5986-97de-e4ec4209bda2,PREVENTIVE,COMPLETED,2026-06-14,2026-06-14T08:00:00+00:00,2026-06-14T10:46:00+00:00,166,N. Adeyemi,Scheduled preventive service for CNC Turning Center 5.,468.12,PM-CNC-T-005-2026-06-14,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
159da82b-38c9-55a9-9cb8-0f2d2c032eac,2c17ec1a-308d-5986-97de-e4ec4209bda2,PREVENTIVE,SCHEDULED,2026-09-12,,,0,,Next preventive service due for CNC Turning Center 5.,,PM-CNC-T-005-2026-09-12-NEXT,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
34f0db9e-b0bd-5b2e-b62a-b4aac69907a9,a6a62444-5faf-5231-b950-8609aeccfe05,PREVENTIVE,COMPLETED,2026-08-08,2026-08-08T08:00:00+00:00,2026-08-08T12:23:00+00:00,263,S. Iqbal,Scheduled preventive service for Vertical Machining Center 6.,1149.46,PM-VMC-V-006-2026-08-08,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
05e860ac-2803-58a0-ab47-963496b8c6db,a6a62444-5faf-5231-b950-8609aeccfe05,PREVENTIVE,COMPLETED,2026-06-24,2026-06-24T08:00:00+00:00,2026-06-24T09:59:00+00:00,119,S. Iqbal,Scheduled preventive service for Vertical Machining Center 6.,819.2,PM-VMC-V-006-2026-06-24,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
c23784d5-845f-57bd-977e-7d8e09e2d5d2,a6a62444-5faf-5231-b950-8609aeccfe05,PREVENTIVE,SCHEDULED,2026-09-22,,,0,,Next preventive service due for Vertical Machining Center 6.,,PM-VMC-V-006-2026-09-22-NEXT,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
c547f42f-93c9-5a96-9d8b-7581ef4306fd,b0779bdc-52ba-5df5-aa12-69c43b81d58c,PREVENTIVE,COMPLETED,2026-08-15,2026-08-15T08:00:00+00:00,2026-08-15T11:41:00+00:00,221,N. Adeyemi,Scheduled preventive service for Heat Treatment Unit 7.,1132.85,PM-HTU-H-007-2026-08-15,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
e77ad227-5fe0-5434-bb6d-07b7c53cdbb6,b0779bdc-52ba-5df5-aa12-69c43b81d58c,PREVENTIVE,COMPLETED,2026-07-01,2026-07-01T08:00:00+00:00,2026-07-01T11:33:00+00:00,213,N. Adeyemi,Scheduled preventive service for Heat Treatment Unit 7.,1402.93,PM-HTU-H-007-2026-07-01,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
05961fc8-9dce-575f-a523-8906aabae758,b0779bdc-52ba-5df5-aa12-69c43b81d58c,CORRECTIVE,IN_PROGRESS,2026-09-04,2026-09-04T07:30:00+00:00,,0,N. Adeyemi,Unplanned corrective maintenance on Heat Treatment Unit 7; machine withdrawn from service.,,CM-HTU-H-007-2026-09-04,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
3244a3f3-be26-5007-9452-993aabf7a124,b0779bdc-52ba-5df5-aa12-69c43b81d58c,PREVENTIVE,SCHEDULED,2026-09-29,,,0,,Next preventive service due for Heat Treatment Unit 7.,,PM-HTU-H-007-2026-09-29-NEXT,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
dedd3186-bfdf-54c6-95d3-ed18112a06fd,d4aaaa0f-187a-5329-8085-b81c722f3da0,PREVENTIVE,COMPLETED,2026-09-03,2026-09-03T08:00:00+00:00,2026-09-03T12:13:00+00:00,253,S. Iqbal,Scheduled preventive service for Assembly Station 8.,687.81,PM-ASM-A-008-2026-09-03,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
974167e8-c346-5222-8d09-b29f02d88668,d4aaaa0f-187a-5329-8085-b81c722f3da0,PREVENTIVE,COMPLETED,2026-07-20,2026-07-20T08:00:00+00:00,2026-07-20T13:17:00+00:00,317,N. Adeyemi,Scheduled preventive service for Assembly Station 8.,1320.78,PM-ASM-A-008-2026-07-20,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
b5b6b2b8-4fb2-54c5-80f4-bf154cc2ffe0,d4aaaa0f-187a-5329-8085-b81c722f3da0,PREVENTIVE,SCHEDULED,2026-10-18,,,0,,Next preventive service due for Assembly Station 8.,,PM-ASM-A-008-2026-10-18-NEXT,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
0c452690-9e04-554e-913c-3533d11ce1dd,8060afd2-cbf7-5fd4-8032-753cbe979e11,PREVENTIVE,COMPLETED,2026-07-28,2026-07-28T08:00:00+00:00,2026-07-28T10:19:00+00:00,139,L. Fournier,Scheduled preventive service for CNC Milling Center 9.,864.02,PM-CNC-M-009-2026-07-28,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
437302cc-1cda-5da4-870f-512f426440f5,8060afd2-cbf7-5fd4-8032-753cbe979e11,PREVENTIVE,COMPLETED,2026-06-13,2026-06-13T08:00:00+00:00,2026-06-13T11:39:00+00:00,219,L. Fournier,Scheduled preventive service for CNC Milling Center 9.,1331.58,PM-CNC-M-009-2026-06-13,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
fe24c079-b5b9-52cc-801b-8ddf695e6934,8060afd2-cbf7-5fd4-8032-753cbe979e11,PREVENTIVE,SCHEDULED,2026-09-11,,,0,,Next preventive service due for CNC Milling Center 9.,,PM-CNC-M-009-2026-09-11-NEXT,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
f46dab13-bff7-57dc-969c-12efddc6aa25,fcb95d61-dbd4-50e9-ae34-a972811f6987,PREVENTIVE,COMPLETED,2026-08-28,2026-08-28T08:00:00+00:00,2026-08-28T10:12:00+00:00,132,R. Persson,Scheduled preventive service for Vertical Machining Center 10.,1274.53,PM-VMC-V-010-2026-08-28,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
1fcc32bf-652d-5c99-bbe7-247d920c19eb,fcb95d61-dbd4-50e9-ae34-a972811f6987,PREVENTIVE,COMPLETED,2026-07-14,2026-07-14T08:00:00+00:00,2026-07-14T10:31:00+00:00,151,L. Fournier,Scheduled preventive service for Vertical Machining Center 10.,224.02,PM-VMC-V-010-2026-07-14,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
86b4d0ac-ef1b-50aa-af65-5c2f256be159,fcb95d61-dbd4-50e9-ae34-a972811f6987,CORRECTIVE,SCHEDULED,2026-09-08,,,0,,Vertical Machining Center 10 reported offline; spindle drive fault awaiting replacement part.,,CM-VMC-V-010-2026-08-31,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
78a0a4d5-e9e2-5996-9373-b88170c00fd6,fcb95d61-dbd4-50e9-ae34-a972811f6987,PREVENTIVE,SCHEDULED,2026-10-12,,,0,,Next preventive service due for Vertical Machining Center 10.,,PM-VMC-V-010-2026-10-12-NEXT,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
9cce0b9e-4e22-57df-9aaa-4c7ca55d702a,fbb572df-0fee-5896-8407-b2234dc570f9,PREVENTIVE,COMPLETED,2026-08-06,2026-08-06T08:00:00+00:00,2026-08-06T12:36:00+00:00,276,L. Fournier,Scheduled preventive service for Inspection Station 11.,660.92,PM-INS-I-011-2026-08-06,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
2e56f8f4-6098-5cbe-8b4c-f5211f3140af,fbb572df-0fee-5896-8407-b2234dc570f9,PREVENTIVE,COMPLETED,2026-06-22,2026-06-22T08:00:00+00:00,2026-06-22T12:39:00+00:00,279,R. Persson,Scheduled preventive service for Inspection Station 11.,1391.07,PM-INS-I-011-2026-06-22,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
1321fed6-505a-5223-8122-16b275719702,fbb572df-0fee-5896-8407-b2234dc570f9,PREVENTIVE,SCHEDULED,2026-09-20,,,0,,Next preventive service due for Inspection Station 11.,,PM-INS-I-011-2026-09-20-NEXT,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
10efd4be-183b-5b67-9718-cd618feeb8b1,cd81dc20-a710-54b8-b55e-88617b740c7d,PREVENTIVE,COMPLETED,2026-08-05,2026-08-05T08:00:00+00:00,2026-08-05T12:58:00+00:00,298,N. Adeyemi,Scheduled preventive service for CNC Turning Center 12.,1238.97,PM-CNC-T-012-2026-08-05,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
fe163921-e0a4-58d0-a240-dc4ca6027737,cd81dc20-a710-54b8-b55e-88617b740c7d,PREVENTIVE,COMPLETED,2026-06-21,2026-06-21T08:00:00+00:00,2026-06-21T10:43:00+00:00,163,N. Adeyemi,Scheduled preventive service for CNC Turning Center 12.,180.96,PM-CNC-T-012-2026-06-21,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
6af59fdd-8e3a-53af-b275-9b97284c55fb,cd81dc20-a710-54b8-b55e-88617b740c7d,PREVENTIVE,SCHEDULED,2026-09-19,,,0,,Next preventive service due for CNC Turning Center 12.,,PM-CNC-T-012-2026-09-19-NEXT,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
ca751d7f-dc81-5064-a8a8-8faa37798f88,0129397d-f8ca-5e1b-8d03-899036ea9028,PREVENTIVE,COMPLETED,2026-08-21,2026-08-21T08:00:00+00:00,2026-08-21T11:00:00+00:00,180,R. Persson,Scheduled preventive service for Grinding Machine 13.,438.49,PM-GRD-G-013-2026-08-21,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
d22093ce-dc44-52ea-9645-b7259af40e3c,0129397d-f8ca-5e1b-8d03-899036ea9028,PREVENTIVE,COMPLETED,2026-07-07,2026-07-07T08:00:00+00:00,2026-07-07T12:07:00+00:00,247,R. Persson,Scheduled preventive service for Grinding Machine 13.,687.66,PM-GRD-G-013-2026-07-07,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
aa5d2a2d-c3b3-5109-9559-1c719731c9e1,0129397d-f8ca-5e1b-8d03-899036ea9028,PREVENTIVE,SCHEDULED,2026-10-05,,,0,,Next preventive service due for Grinding Machine 13.,,PM-GRD-G-013-2026-10-05-NEXT,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
bfc2e1e3-f72d-579c-82ae-021cccac3c78,d76b5a1a-8d30-571b-b86b-90c6706f4108,PREVENTIVE,COMPLETED,2026-07-27,2026-07-27T08:00:00+00:00,2026-07-27T12:10:00+00:00,250,R. Persson,Scheduled preventive service for Assembly Station 14.,1185.63,PM-ASM-A-014-2026-07-27,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
f555e3cf-9153-5884-95e5-a226ca8adb80,d76b5a1a-8d30-571b-b86b-90c6706f4108,PREVENTIVE,COMPLETED,2026-06-12,2026-06-12T08:00:00+00:00,2026-06-12T10:02:00+00:00,122,R. Persson,Scheduled preventive service for Assembly Station 14.,1054.07,PM-ASM-A-014-2026-06-12,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
ff4e0432-ce77-52c7-a220-90fa24842eb6,d76b5a1a-8d30-571b-b86b-90c6706f4108,CORRECTIVE,IN_PROGRESS,2026-09-04,2026-09-04T07:30:00+00:00,,0,N. Adeyemi,Unplanned corrective maintenance on Assembly Station 14; machine withdrawn from service.,,CM-ASM-A-014-2026-09-04,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
ebd9992c-6405-5bc6-876f-e0bfdecb230b,d76b5a1a-8d30-571b-b86b-90c6706f4108,PREVENTIVE,SCHEDULED,2026-09-10,,,0,,Next preventive service due for Assembly Station 14.,,PM-ASM-A-014-2026-09-10-NEXT,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
