id,target_date,line_id,component_id,target_quantity,created_at,updated_at
398f44b6-ffd1-521c-8f2f-505a67a50592,2026-06-15,fbe9013d-4e1e-50bd-9c47-83a3bf63b435,7640fa0b-d04b-51f5-bbfa-15e8edf8d6a0,774,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
b5cd1f0b-eeff-5cd1-8a54-5340f4470aa1,2026-06-15,fbe9013d-4e1e-50bd-9c47-83a3bf63b435,f6b2ea38-8cba-5b62-853a-49146b84803f,967,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
dd0195b7-0b83-5895-bf8d-1479c0dcb9b2,2026-06-15,fbe9013d-4e1e-50bd-9c47-83a3bf63b435,aba05b6d-bbfa-55c8-91ea-89d87edd3cee,3554,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
bdaf8dcb-1903-5638-8831-c82bbae5665a,2026-06-15,fbe9013d-4e1e-50bd-9c47-83a3bf63b435,ec5b37ce-5d28-5863-ab9e-a0ccf1849798,570,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
b37b0f9f-6b19-5dee-8d22-1d9ee8c5fa10,2026-06-15,d0d1c5ae-5804-564b-93f3-4f8197e88acc,7a7a3fdb-6391-53f9-8bd9-df3407629f76,934,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
46c4714e-0b08-50fd-be52-244ef0a0e497,2026-06-15,d0d1c5ae-5804-564b-93f3-4f8197e88acc,dbfc2058-2059-5d59-9e31-d733ab494bb2,2319,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
4cd7236c-f7cc-5d10-893f-32f5463da082,2026-06-15,d84a9ec1-7b28-54f4-a4a8-a9177fa53327,274c3d65-43dd-5c12-a6d1-7f5e1027d70c,2160,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
101d0cc7-5f14-5159-8557-31356610172d,2026-06-15,d84a9ec1-7b28-54f4-a4a8-a9177fa53327,ddfaa455-1f92-559f-8e2e-2e4b0733758a,2167,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
8add22f2-aed5-56c3-a4bf-488721c81709,2026-06-16,0a488a58-f45d-550b-8e16-feb5d935622d,b0fe7d40-daa6-5dd5-8ff7-1a8e35c314c5,2915,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
f28e0e9b-6bfb-5969-887c-8783952b9ee2,2026-06-16,0a488a58-f45d-550b-8e16-feb5d935622d,3e422a3b-8a18-58de-80f2-7d0f5a98c795,2270,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
055b656a-74fc-5d75-80a5-5351f90bf3c7,2026-06-16,fbe9013d-4e1e-50bd-9c47-83a3bf63b435,7640fa0b-d04b-51f5-bbfa-15e8edf8d6a0,1517,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
6842d83b-a7e3-53d0-9f0a-0b4ce043d739,2026-06-16,fbe9013d-4e1e-50bd-9c47-83a3bf63b435,f6b2ea38-8cba-5b62-853a-49146b84803f,1012,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
b81e8d76-93b7-554d-87ce-4f91da70131b,2026-06-16,fbe9013d-4e1e-50bd-9c47-83a3bf63b435,aba05b6d-bbfa-55c8-91ea-89d87edd3cee,1370,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
ee5ccdf3-4376-5570-ae03-7f2d78ae311c,2026-06-16,fbe9013d-4e1e-50bd-9c47-83a3bf63b435,ec5b37ce-5d28-5863-ab9e-a0ccf1849798,856,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
fe53c5eb-6726-57d5-aff5-04cf5a70faa9,2026-06-16,d0d1c5ae-5804-564b-93f3-4f8197e88acc,7a7a3fdb-6391-53f9-8bd9-df3407629f76,1297,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
e53f9037-d8d8-5fd9-a26d-5fa04d9b67cd,2026-06-16,d0d1c5ae-5804-564b-93f3-4f8197e88acc,dbfc2058-2059-5d59-9e31-d733ab494bb2,1721,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
4c2a709b-8b0b-5c07-8eb0-4f29e3305bc9,2026-06-16,d84a9ec1-7b28-54f4-a4a8-a9177fa53327,274c3d65-43dd-5c12-a6d1-7f5e1027d70c,1484,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
6831a27e-dee3-536f-ae58-539f67071d66,2026-06-16,d84a9ec1-7b28-54f4-a4a8-a9177fa53327,ddfaa455-1f92-559f-8e2e-2e4b0733758a,2494,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
9b439af3-1cf4-5295-a686-44f770107e35,2026-06-17,0a488a58-f45d-550b-8e16-feb5d935622d,b0fe7d40-daa6-5dd5-8ff7-1a8e35c314c5,4951,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
535df203-18f4-5d02-838e-0202a0214348,2026-06-17,0a488a58-f45d-550b-8e16-feb5d935622d,3e422a3b-8a18-58de-80f2-7d0f5a98c795,1381,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
a87235f0-40a0-587c-90a1-46d967480841,2026-06-17,fbe9013d-4e1e-50bd-9c47-83a3bf63b435,7640fa0b-d04b-51f5-bbfa-15e8edf8d6a0,783,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
6e21fcf0-d899-5b4d-9fbb-7033fb817b2d,2026-06-17,fbe9013d-4e1e-50bd-9c47-83a3bf63b435,f6b2ea38-8cba-5b62-853a-49146b84803f,328,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
82784a77-2067-5bc1-b765-0e2892123025,2026-06-17,fbe9013d-4e1e-50bd-9c47-83a3bf63b435,aba05b6d-bbfa-55c8-91ea-89d87edd3cee,1484,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
d9b7b8af-cdc4-55d0-860b-17f56160eb40,2026-06-17,fbe9013d-4e1e-50bd-9c47-83a3bf63b435,ec5b37ce-5d28-5863-ab9e-a0ccf1849798,1702,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
132cad77-808f-5a87-9324-147d8bd3b115,2026-06-17,d0d1c5ae-5804-564b-93f3-4f8197e88acc,7a7a3fdb-6391-53f9-8bd9-df3407629f76,1089,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
1e1ebb1e-b2d3-501b-8a35-5bfdd7206286,2026-06-17,d0d1c5ae-5804-564b-93f3-4f8197e88acc,dbfc2058-2059-5d59-9e31-d733ab494bb2,2019,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
a34c55d3-4a15-5d5a-bdc3-88e12ad54389,2026-06-17,d84a9ec1-7b28-54f4-a4a8-a9177fa53327,274c3d65-43dd-5c12-a6d1-7f5e1027d70c,3609,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
7819d4f7-f99a-5f05-a5d5-b77db31c6aea,2026-06-17,d84a9ec1-7b28-54f4-a4a8-a9177fa53327,ddfaa455-1f92-559f-8e2e-2e4b0733758a,1474,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
5bcfd955-0223-5e74-a8e3-18a926cfeb08,2026-06-18,0a488a58-f45d-550b-8e16-feb5d935622d,b0fe7d40-daa6-5dd5-8ff7-1a8e35c314c5,3067,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
8de61e49-af98-555e-9a40-3ab74680c839,2026-06-18,0a488a58-f45d-550b-8e16-feb5d935622d,3e422a3b-8a18-58de-80f2-7d0f5a98c795,3201,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
0a919742-3586-5ce1-83b4-be2cbb63a386,2026-06-18,fbe9013d-4e1e-50bd-9c47-83a3bf63b435,7640fa0b-d04b-51f5-bbfa-15e8edf8d6a0,1518,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
c2649ef2-a348-5e5b-9b11-09a448c5d3cd,2026-06-18,fbe9013d-4e1e-50bd-9c47-83a3bf63b435,f6b2ea38-8cba-5b62-853a-49146b84803f,596,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
e4e15694-2e95-5a16-bbb1-396d9afd7f87,2026-06-18,fbe9013d-4e1e-50bd-9c47-83a3bf63b435,aba05b6d-bbfa-55c8-91ea-89d87edd3cee,2955,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
7a4e8d75-dc0a-5072-bc5f-72de4cbf70ad,2026-06-18,fbe9013d-4e1e-50bd-9c47-83a3bf63b435,ec5b37ce-5d28-5863-ab9e-a0ccf1849798,576,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
7ed92460-7f1c-52b4-bb37-488fa4071305,2026-06-18,d0d1c5ae-5804-564b-93f3-4f8197e88acc,7a7a3fdb-6391-53f9-8bd9-df3407629f76,1530,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
5e9fabee-972c-5706-867e-50836d1a4f6e,2026-06-18,d0d1c5ae-5804-564b-93f3-4f8197e88acc,dbfc2058-2059-5d59-9e31-d733ab494bb2,1298,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
0c42b5b1-1e7e-5a50-b2f6-a46da8cde098,2026-06-18,d84a9ec1-7b28-54f4-a4a8-a9177fa53327,274c3d65-43dd-5c12-a6d1-7f5e1027d70c,1396,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
2ce29f42-ed48-5476-a15a-16baad498b69,2026-06-18,d84a9ec1-7b28-54f4-a4a8-a9177fa53327,ddfaa455-1f92-559f-8e2e-2e4b0733758a,2452,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
14cc138e-ee36-578e-bb90-d4cacd7f5ebf,2026-06-19,0a488a58-f45d-550b-8e16-feb5d935622d,b0fe7d40-daa6-5dd5-8ff7-1a8e35c314c5,4370,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
cdd6d9e6-f99f-538d-9fbf-2a9e11bcdf33,2026-06-19,0a488a58-f45d-550b-8e16-feb5d935622d,3e422a3b-8a18-58de-80f2-7d0f5a98c795,1761,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
b8f73800-dae1-56a7-8770-feaf4fdd9ab7,2026-06-19,fbe9013d-4e1e-50bd-9c47-83a3bf63b435,7640fa0b-d04b-51f5-bbfa-15e8edf8d6a0,794,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
0ca86283-db82-5a33-876d-a5a9bcd1eaa3,2026-06-19,fbe9013d-4e1e-50bd-9c47-83a3bf63b435,f6b2ea38-8cba-5b62-853a-49146b84803f,700,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
98628efd-40e8-5fef-99e0-49f9ad6e35e8,2026-06-19,fbe9013d-4e1e-50bd-9c47-83a3bf63b435,aba05b6d-bbfa-55c8-91ea-89d87edd3cee,3335,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
a85fa411-9e08-55ad-aff5-67314e5e04b9,2026-06-19,fbe9013d-4e1e-50bd-9c47-83a3bf63b435,ec5b37ce-5d28-5863-ab9e-a0ccf1849798,857,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
cbad5037-711d-5df5-8755-e9e2b9cd1af1,2026-06-19,d0d1c5ae-5804-564b-93f3-4f8197e88acc,7a7a3fdb-6391-53f9-8bd9-df3407629f76,456,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
47a13960-eb5d-5bac-a9aa-314cc63709a4,2026-06-19,d0d1c5ae-5804-564b-93f3-4f8197e88acc,dbfc2058-2059-5d59-9e31-d733ab494bb2,2715,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
b10c6837-7ab7-5302-9ab7-c2d10131a9f9,2026-06-19,d84a9ec1-7b28-54f4-a4a8-a9177fa53327,274c3d65-43dd-5c12-a6d1-7f5e1027d70c,3580,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
ce9332ef-21dc-5a23-bbdc-6f882b8ae724,2026-06-19,d84a9ec1-7b28-54f4-a4a8-a9177fa53327,ddfaa455-1f92-559f-8e2e-2e4b0733758a,1442,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
e0a61aa7-386e-592d-8244-0fecdf07a5a7,2026-06-20,0a488a58-f45d-550b-8e16-feb5d935622d,b0fe7d40-daa6-5dd5-8ff7-1a8e35c314c5,2236,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
d09c55d8-8b76-5b8a-b11a-e2d50a153708,2026-06-20,0a488a58-f45d-550b-8e16-feb5d935622d,3e422a3b-8a18-58de-80f2-7d0f5a98c795,2300,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
745e02c5-aab8-5de1-8af8-63d91ce9c343,2026-06-20,fbe9013d-4e1e-50bd-9c47-83a3bf63b435,7640fa0b-d04b-51f5-bbfa-15e8edf8d6a0,1041,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
94d070c5-717a-5fe3-a2fe-150e6ee033f4,2026-06-20,fbe9013d-4e1e-50bd-9c47-83a3bf63b435,f6b2ea38-8cba-5b62-853a-49146b84803f,466,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
daabd235-de3a-5ea7-8c71-0b847279a967,2026-06-20,fbe9013d-4e1e-50bd-9c47-83a3bf63b435,aba05b6d-bbfa-55c8-91ea-89d87edd3cee,1618,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
94f1debf-08f1-56bf-ba87-228df72f8315,2026-06-20,fbe9013d-4e1e-50bd-9c47-83a3bf63b435,ec5b37ce-5d28-5863-ab9e-a0ccf1849798,625,2026-09-06T09:02:29.920757+00:00,2026-09-06T09:02:59.286744+00:00
